CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,260106,2026-01-06,090741,CME ,00,090 ,  218740,   76500,   43434,      22,   71059,   61732,    6597,   16030,   73126,    5182,   11937,    1757,       0,  187327,  191850,   31413,   26890,    7569,    1541,   -1080,       0,    -711,     945,    1389,    1716,     134,    3919,   -1516,    1131,       0,    6338,    6438,    1231,    1131,  100.0,   35.0,   19.9,    0.0,   32.5,   28.2,    3.0,    7.3,   33.4,    2.4,    5.5,    0.8,    0.0,   85.6,   87.7,   14.4,   12.3,    122,     11,      7,.,     21,     17,      6,     20,     33,     10,     10,.,      0,     74,     65,    46.8,    35.3,    57.9,    47.7,    46.8,    35.3,    57.1,    46.9,"(CONTRACTS OF CAD 100,000)",090741,CME ,090 ,F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,260106,2026-01-06,092741,CME ,00,092 ,   90378,   58688,    6958,       0,    5324,   55215,    1187,    8549,    9789,      72,    1000,     468,       0,   74820,   73689,   15558,   16689,    1254,     905,     832,       0,      92,     798,     130,    1370,   -2223,     -25,       0,       0,       0,    2472,    -488,   -1218,    1742,  100.0,   64.9,    7.7,    0.0,    5.9,   61.1,    1.3,    9.5,   10.8,    0.1,    1.1,    0.5,    0.0,   82.8,   81.5,   17.2,   18.5,     40,      6,.,      0,.,     11,.,     10,      5,.,.,.,      0,     23,     22,    65.4,    54.9,    73.9,    70.2,    65.4,    54.8,    73.8,    68.9,"(CONTRACTS OF CHF 125,000)",092741,CME ,092 ,F10,FutOnly
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,260106,2026-01-06,096742,CME ,00,096 ,  206314,   58260,   11097,    1278,   46406,  124848,    5970,   60134,   31187,    3168,    1459,     427,       0,  176675,  177975,   29639,   28339,   10311,   -2575,    1701,     494,    3160,    4621,    1438,    3792,     536,     866,     -95,       0,       0,    7080,    9656,    3231,     655,  100.0,   28.2,    5.4,    0.6,   22.5,   60.5,    2.9,   29.1,   15.1,    1.5,    0.7,    0.2,    0.0,   85.6,   86.3,   14.4,   13.7,    109,      8,      7,.,     14,     31,      9,     23,     23,      7,.,.,      0,     57,     71,    37.3,    38.7,    55.0,    47.5,    36.5,    38.7,    54.2,    47.3,"(CONTRACTS OF GBP 62,500)",096742,CME ,096 ,F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,260106,2026-01-06,097741,CME ,00,097 ,  287715,    8340,   61414,    3926,   92396,   45948,   14444,   47898,  111128,    2885,   68301,    1798,    6652,  244842,  248195,   42873,   39520,    1583,    1527,  -10502,    2475,  -10164,   -3161,    6723,   14811,    3894,    -557,  -14281,       7,    -478,      56,   -1599,    1527,    3182,  100.0,    2.9,   21.3,    1.4,   32.1,   16.0,    5.0,   16.6,   38.6,    1.0,   23.7,    0.6,    2.3,   85.1,   86.3,   14.9,   13.7,    148,      7,     15,.,     26,     20,     13,     23,     38,      8,     15,.,.,     83,     91,    35.1,    37.1,    50.4,    47.2,    32.8,    37.1,    47.4,    46.6,"(CONTRACTS OF JPY 12,500,000)",097741,CME ,097 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,260106,2026-01-06,099741,CME ,00,099 ,  881815,   45159,  556172,    3804,  543666,  144979,   33043,  119570,   68970,   15592,   23580,   14861,    3494,  787908,  840915,   93907,   40900,   12646,    5088,    8785,     -21,    6328,    -915,      74,   -1889,     173,    2325,    -475,    -145,     -19,   11411,   10257,    1235,    2389,  100.0,    5.1,   63.1,    0.4,   61.7,   16.4,    3.7,   13.6,    7.8,    1.8,    2.7,    1.7,    0.4,   89.4,   95.4,   10.6,    4.6,    308,     13,     14,      9,    124,     34,     42,     51,     34,     26,     25,     13,.,    243,    144,    16.6,    54.9,    26.2,    69.8,    16.0,    54.9,    25.2,    69.6,"(CONTRACTS OF EUR 125,000)",099741,CME ,099 ,F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,260106,2026-01-06,232741,CME ,00,232 ,  230926,   41249,   75619,     459,   62617,   93933,    6357,   68439,   33324,    3975,    8968,     600,       0,  192064,  214267,   38862,   16659,    7122,     864,    4238,     297,     724,    -712,     557,    1537,      93,    1868,     345,       0,       0,    6192,    6341,     930,     781,  100.0,   17.9,   32.7,    0.2,   27.1,   40.7,    2.8,   29.6,   14.4,    1.7,    3.9,    0.3,    0.0,   83.2,   92.8,   16.8,    7.2,    123,      7,     11,.,     25,     13,     11,     33,     23,      8,     10,.,      0,     85,     60,    34.7,    59.1,    44.7,    70.3,    34.7,    58.9,    44.7,    68.6,"(CONTRACTS OF AUD 100,000)",232741,CME ,232 ,F10,FutOnly
NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE,260106,2026-01-06,112741,CME ,00,112 ,   84556,   52956,    2648,       0,    8341,   48990,    2977,   13802,   24407,     616,    2255,     452,       0,   80947,   80090,    3609,    4466,    5204,    -503,     207,       0,    1478,    4146,    -339,    4493,     618,     234,    -121,      64,       0,    5242,    4930,     -38,     274,  100.0,   62.6,    3.1,    0.0,    9.9,   57.9,    3.5,   16.3,   28.9,    0.7,    2.7,    0.5,    0.0,   95.7,   94.7,    4.3,    5.3,     94,      5,      4,      0,      9,     21,      4,     19,     28,      7,      5,.,      0,     45,     60,    60.4,    54.1,    74.9,    66.2,    60.4,    50.7,    74.0,    62.8,"(CONTRACTS OF NZD 100,000)",112741,CME ,112 ,F15,FutOnly
